--- I dati riportati sono pubblicati in tempo reale e pertanto non si può escludere la presenza saltuaria di valori anomali. ---
--- Per approfondimenti contattare il Centro Funzionale regionale 0165 272650. ---
Stazione: Champorcher - Rifugio Dondena
Latitudine wgs84: 45.6123
Longitudine wgs84: 7.55184
Quota mslm: 2181
Parametro: Altezza neve al suolo
Unità misura: cm
Data inizio: 2025-12-02 00:00:00
Data fine: 2025-12-05 23:59:59

2025-12-02 00:00:00;2,3
2025-12-02 01:00:00;4,0
2025-12-02 02:00:00;3,8
2025-12-02 03:00:00;2,7
2025-12-02 04:00:00;2,7
2025-12-02 05:00:00;3,0
2025-12-02 06:00:00;3,2
2025-12-02 07:00:00;3,0
2025-12-02 08:00:00;3,0
2025-12-02 09:00:00;3,0
2025-12-02 10:00:00;2,7
2025-12-02 11:00:00;2,5
2025-12-02 12:00:00;2,2
2025-12-02 13:00:00;2,3
2025-12-02 14:00:00;2,7
2025-12-02 15:00:00;2,7
2025-12-02 16:00:00;3,0
2025-12-02 17:00:00;2,7
2025-12-02 18:00:00;2,8
2025-12-02 19:00:00;3,0
2025-12-02 20:00:00;3,0
2025-12-02 21:00:00;3,0
2025-12-02 22:00:00;3,2
2025-12-02 23:00:00;5,3
2025-12-03 00:00:00;5,7
2025-12-03 01:00:00;5,8
2025-12-03 02:00:00;8,7
2025-12-03 03:00:00;7,7
2025-12-03 04:00:00;7,7
2025-12-03 05:00:00;9,2
2025-12-03 06:00:00;8,7
2025-12-03 07:00:00;8,8
2025-12-03 08:00:00;9,0
2025-12-03 09:00:00;9,3
2025-12-03 10:00:00;7,6
2025-12-03 11:00:00;7,0
2025-12-03 12:00:00;7,2
2025-12-03 13:00:00;7,2
2025-12-03 14:00:00;7,5
2025-12-03 15:00:00;8,0
2025-12-03 16:00:00;8,0
2025-12-03 17:00:00;7,7
2025-12-03 18:00:00;8,2
2025-12-03 19:00:00;8,8
2025-12-03 20:00:00;9,3
2025-12-03 21:00:00;9,2
2025-12-03 22:00:00;10,0
2025-12-03 23:00:00;11,2
2025-12-04 00:00:00;11,5
2025-12-04 01:00:00;12,3
2025-12-04 02:00:00;13,2
2025-12-04 03:00:00;14,0
2025-12-04 04:00:00;14,3
2025-12-04 05:00:00;15,0
2025-12-04 06:00:00;14,8
2025-12-04 07:00:00;14,5
2025-12-04 08:00:00;14,0
2025-12-04 09:00:00;13,8
2025-12-04 10:00:00;
2025-12-04 11:00:00;12,7
2025-12-04 12:00:00;12,8
2025-12-04 13:00:00;13,2
2025-12-04 14:00:00;13,0
2025-12-04 15:00:00;13,3
2025-12-04 16:00:00;13,8
2025-12-04 17:00:00;13,8
2025-12-04 18:00:00;13,8
2025-12-04 19:00:00;14,0
2025-12-04 20:00:00;13,8
2025-12-04 21:00:00;13,8
2025-12-04 22:00:00;14,0
2025-12-04 23:00:00;13,5
2025-12-05 00:00:00;13,5
2025-12-05 01:00:00;13,3
2025-12-05 02:00:00;13,2
2025-12-05 03:00:00;12,8
2025-12-05 04:00:00;13,3
2025-12-05 05:00:00;12,2
2025-12-05 06:00:00;11,5
2025-12-05 07:00:00;11,3
2025-12-05 08:00:00;11,2
2025-12-05 09:00:00;10,5
2025-12-05 10:00:00;10,3
2025-12-05 11:00:00;10,3
2025-12-05 12:00:00;10,5
2025-12-05 13:00:00;10,5
2025-12-05 14:00:00;10,7
2025-12-05 15:00:00;
